,allele1_PLA_Count_1,allele1_PLA_Count_2,allele1_PLA_Count_3,allele1_PLA_Count_4,allele1_PLA_Count_5,allele1_PLA_Count_6,allele1_PLA_Count_7,allele1_PLA_Count_8,allele1_PLA_Count_9,allele1_PLA_Count_10,allele2_PLA_Count_1,allele2_PLA_Count_2,allele2_PLA_Count_3,allele2_PLA_Count_4,allele2_PLA_Count_5,allele2_PLA_Count_6,allele2_PLA_Count_7,allele2_PLA_Count_8,allele2_PLA_Count_9,allele2_PLA_Count_10
262,5723,4632,7014,8879,6386,4354,8252,7571,9787,0,5561,10232,6649,2087,8997,9258,5358,9364,0,0
263,222,38,10,380,26,0,0,0,0,0,69,82,53,15,41,47,37,22,0,0
264,77,75,14,104,59,279,0,0,0,0,57,11,23,159,0,0,0,0,0,0
265,41,237,700,19,180,29,45,16,0,0,45,177,54,26,13,87,0,0,0,0
266,285,5779,1572,3427,1429,1577,4366,2762,1916,0,3597,1826,2092,4859,4221,2525,2646,2770,793,0
267,138,193,54,435,142,1192,893,278,560,0,83,647,761,331,704,134,0,0,0,0
268,292,579,1138,88,291,1696,238,319,1285,0,987,1087,2617,764,1022,1061,1747,943,0,0
269,2428,8398,2272,5750,4452,6297,5078,3162,0,0,4497,5880,2606,5755,1905,4722,4789,5669,1881,0
270,562,133,932,473,465,1265,2664,0,0,0,797,338,484,2131,535,205,338,246,0,0
271,1101,3271,16,5904,9492,1178,6373,3078,0,0,5296,9092,10600,4103,7363,8752,6497,6930,6342,1524
272,5204,1968,5434,4287,6843,5482,4102,6343,5220,0,3761,1833,7482,5143,9611,8691,8013,3515,5916,0
273,1114,1301,475,916,827,884,245,1391,1080,0,2124,496,479,452,387,775,1296,2052,0,0
274,561,1102,548,293,506,675,693,265,262,0,426,555,37,504,342,420,1118,1492,163,0
275,233,921,1020,1015,1349,1054,1460,1166,2483,0,2613,2139,1558,2051,1892,1090,3287,1191,1631,1006
276,4308,2123,628,1432,1754,63,2699,0,0,0,990,375,2803,279,1263,500,1311,398,2015,0
277,377,391,73,298,295,560,763,618,0,0,261,812,816,138,353,259,408,436,557,0
278,2959,1518,5490,3636,3547,6365,4856,2530,0,0,7190,2425,5578,4829,2035,1361,870,1376,5142,0
279,1047,340,425,292,109,79,1164,811,690,0,2029,847,1421,1375,1502,458,419,2410,0,0
280,264,77,163,504,339,80,278,56,0,0,48,208,133,159,87,20,116,76,0,0
281,28,410,61,121,204,142,424,321,0,0,172,189,668,145,148,135,347,0,0,0
282,104,268,1551,283,179,116,575,437,659,0,638,171,217,270,169,109,342,177,0,0
283,38,161,999,10,452,8965,92,189,0,0,143,208,312,140,109,12,316,0,0,0
284,784,330,1119,1201,108,474,31,475,0,0,273,496,177,558,567,713,176,41,0,0
285,2395,1605,4236,1871,1853,5147,1630,1640,3109,0,6360,55,6170,3109,3488,4282,11472,1464,3248,0
286,731,1222,2260,1560,2059,910,1067,1841,0,0,1679,3403,480,2240,1935,875,3560,2774,2141,0
287,60,70,233,513,194,293,122,33,0,0,279,1216,702,298,79,93,0,0,0,0
288,344,196,793,228,892,1245,1032,0,0,0,802,1101,838,255,944,1743,2620,442,1384,0
289,900,762,9938,804,5569,1669,4784,3957,1833,0,1421,2301,4024,5653,2338,7541,5935,2022,4693,0
290,2221,2900,1249,1549,4379,1997,3232,3061,4566,0,5234,565,1269,2014,1990,2380,1610,3225,0,0
291,1427,5931,1749,4114,5135,1497,1940,2305,0,0,4416,1486,3708,4055,1868,4732,2620,4199,3273,0
292,112,10,11,0,0,0,0,0,0,0,53,984,50,0,0,0,0,0,0,0
293,2937,1137,1977,2126,1900,2647,1093,830,3408,0,1038,3759,2432,1644,14,614,1478,25,0,0
294,1934,3982,1644,2448,987,1909,588,3586,1239,0,1215,3579,1532,1324,2190,3587,3409,1332,0,0
295,90,184,305,197,666,243,128,0,0,0,309,62,102,261,27,351,202,0,0,0
296,2677,1296,3056,1028,2333,938,1154,5459,2263,0,528,1434,1615,3647,548,2725,1487,1436,3391,0
297,1809,1457,5381,1751,2559,3360,3562,4672,2413,0,5064,3198,2731,2879,5798,3879,3794,3190,0,0
298,4424,956,8457,7543,3377,3623,4502,4741,10435,0,6112,2922,7345,5777,5761,10786,4305,1961,0,0
299,2348,1427,19,2399,1871,1832,989,1202,0,0,2621,2007,1748,1318,3209,1425,3238,2154,605,0
300,71,254,174,290,51,595,930,0,0,0,2180,469,84,132,685,85,358,0,0,0
301,720,838,1259,732,1094,815,691,879,0,0,866,704,938,1410,970,1574,817,866,1063,0
302,201,1211,766,39,260,263,507,162,0,0,250,427,384,635,460,381,294,324,0,0
303,2458,1439,1227,935,2482,1548,306,2640,2115,0,3685,550,1477,1132,1616,1276,4896,1934,1084,0
304,11567,2293,6877,892,4861,5778,5452,6931,4018,0,4313,3858,883,4344,3735,4667,2009,7118,8433,0
305,138,270,130,115,211,245,178,118,0,0,39,141,61,128,137,218,78,0,0,0
306,441,723,593,312,221,458,603,676,251,0,165,505,141,229,254,399,224,821,512,0
307,50,233,32,81,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
308,2188,4121,3662,5384,4040,1703,3532,3330,4501,0,2772,1132,3125,1173,1035,1893,2657,7065,0,0
309,725,1665,370,1526,1126,1947,3211,0,0,0,1493,590,42,1352,1715,1857,896,2385,3012,0
310,516,1081,2519,1647,1313,1373,404,456,955,0,692,1384,2036,1031,483,1615,925,1886,0,0
311,378,463,96,303,130,353,268,161,365,0,198,78,40,233,132,309,120,287,0,0
312,274,418,473,254,674,393,943,594,0,0,1654,1112,833,996,1737,645,1298,461,215,0
313,1737,1449,1295,696,894,1108,1649,476,991,0,1299,1276,3591,3076,3958,4331,3410,2356,4321,0
314,870,2298,883,173,2451,2360,379,4314,1546,0,692,1886,1472,1991,1733,3121,2792,93,0,0
315,154,39,178,114,37,181,23,288,167,0,36,238,21,269,248,308,40,76,0,0
316,8622,9372,4443,7228,6275,4662,8777,5214,0,0,6022,2319,5757,3481,7404,14543,6104,5942,0,0
317,226,217,353,321,17,62,341,0,0,0,1037,142,75,118,318,89,50,0,0,0
318,670,221,150,183,605,48,69,115,853,0,248,862,781,402,162,101,582,498,391,0
319,14498,1908,3993,2706,3541,5208,2873,3431,2261,0,5463,3699,7655,7287,1860,3032,1455,4601,2933,0
320,173,375,574,736,969,757,718,68,1037,0,676,865,268,206,580,948,240,722,1083,3813
321,3781,3896,14,1626,2000,1602,2554,1193,966,0,1071,2193,2556,3120,1062,2173,1472,1182,0,0
322,114,418,73,474,35,260,556,215,948,0,105,419,447,479,21,131,175,190,0,0
323,199,56,22,0,0,0,0,0,0,0,69,29,0,0,0,0,0,0,0,0
324,87,119,32,0,0,0,0,0,0,0,100,16,0,0,0,0,0,0,0,0
325,69,1193,737,587,1538,705,0,0,0,0,582,733,394,645,1103,1405,1237,491,0,0
326,17,12,101,14,0,0,0,0,0,0,80,170,233,0,0,0,0,0,0,0
327,78,64,96,198,85,256,19,123,0,0,159,78,159,165,132,22,24,177,13,0
328,2944,2030,911,854,1122,480,400,0,0,0,1660,1683,922,1665,2906,1682,1789,4334,4443,0
329,595,47,53,415,1487,1521,884,0,0,0,721,43,476,689,1052,837,37,1492,0,0
330,856,1144,1141,4094,4816,1084,424,0,0,0,4563,5639,2421,4625,3031,2816,4777,1381,2558,0
331,341,156,322,289,98,888,354,250,206,0,229,357,266,305,223,746,341,107,282,0
332,2024,430,734,2086,2521,1544,2970,715,0,0,1535,385,996,2259,52,496,581,1088,0,0
333,6445,2760,4697,5047,1979,6350,9398,2027,0,0,8500,8532,415,10865,5983,10479,4292,11169,0,0
334,988,1196,701,1688,572,590,212,3127,79,0,465,341,2622,440,1598,852,283,638,0,0
335,680,457,327,374,274,587,388,309,0,0,567,284,770,67,475,55,31,0,0,0
336,270,730,953,361,3128,957,2164,120,1884,0,837,717,990,1058,572,500,757,1072,0,0
337,1286,731,245,799,647,590,620,208,0,0,1847,443,1416,909,279,136,786,844,0,0
338,5708,7313,2876,4279,3804,763,5833,4387,18,3869,4058,2760,5705,4216,7602,2071,7994,10859,5207,2879
339,1025,1825,831,247,528,425,228,373,918,0,923,666,957,2534,604,769,1119,740,1806,944
340,420,207,290,126,958,329,296,329,139,0,508,332,116,136,427,224,287,303,110,0
341,23,735,498,1644,2091,97,90,0,0,0,114,298,568,552,559,163,0,0,0,0
342,976,1089,2043,3284,766,1487,2946,1512,0,0,1011,1020,152,1988,951,809,2578,1074,1349,0
343,759,512,902,803,1953,1647,1125,642,1940,0,3275,2393,1327,2283,1134,3020,0,0,0,0
344,454,1200,614,560,1087,108,486,280,773,153,205,53,1130,560,526,773,87,281,711,537
345,1627,1944,50,1915,580,622,1471,312,0,0,1418,604,223,118,883,1874,417,1667,0,0
346,357,1478,586,410,1149,713,979,728,243,0,392,445,333,13,1466,348,1471,801,328,0
347,835,993,436,1328,426,1380,471,691,527,1824,1103,599,1981,1023,799,628,1071,507,0,0
348,210,2488,755,1767,2735,1518,1139,317,774,359,331,1366,1498,1726,1387,1187,1260,1166,2568,0
349,3712,2598,3017,2758,2748,3201,294,2193,4185,1793,2673,324,818,2928,6023,1708,1979,423,0,0
350,192,205,658,278,94,261,316,419,243,0,47,376,155,211,816,170,159,431,78,0
351,829,1998,1035,932,351,2210,1885,1275,1317,557,3684,942,1647,946,2089,1339,991,874,569,0
352,586,1985,1651,477,1085,4443,2932,1885,2884,0,1578,563,651,517,1201,3391,1564,1657,1112,0
353,2171,1198,752,2010,1453,777,1815,394,2509,1334,817,2649,741,1238,30,1011,1637,241,714,158
354,745,274,619,197,499,363,360,302,0,0,337,1754,625,298,493,283,650,270,815,0
355,2944,5021,1608,2795,3325,4366,152,3781,3490,0,3209,5270,3876,5232,5039,4697,1013,1362,0,0
356,53,86,26,22,69,168,76,432,288,0,22,172,220,533,373,60,313,63,203,0
357,220,1905,2069,315,1281,1213,799,1121,0,0,3387,843,1884,1928,1390,2170,5712,3916,3172,0
358,1364,4665,1170,1290,6570,2868,217,729,2312,0,1021,759,3413,1357,2305,4091,181,2314,0,0
359,144,25,88,44,385,76,296,0,0,0,174,289,34,187,156,23,60,107,280,0
360,144,188,157,62,0,0,0,0,0,0,23,25,19,127,115,65,137,0,0,0
361,95,201,195,622,867,213,239,219,878,0,1279,673,979,427,553,837,58,182,771,0
362,83,13,75,91,17,69,0,0,0,0,27,192,63,16,75,0,0,0,0,0
363,83,840,392,211,474,823,79,758,0,0,600,281,672,274,145,163,330,703,0,0
364,237,13,48,21,79,89,0,0,0,0,26,32,40,177,21,66,12,85,0,0
365,221,212,116,137,689,13,174,0,0,0,129,63,78,248,30,63,25,80,0,0
366,3433,1465,8184,4672,3502,1951,4210,2990,8788,0,2546,5030,3138,5433,3955,2668,3338,7437,0,0
367,335,183,1027,132,470,252,757,290,763,0,605,1094,520,577,1000,348,162,93,238,355
368,3105,4605,2977,6864,4856,3150,3321,4341,3997,0,4474,3891,1742,2878,295,5845,3310,5834,0,0
369,61,0,0,0,0,0,0,0,0,0,93,51,49,0,0,0,0,0,0,0
370,614,8344,4030,11819,2858,9282,2791,1992,0,0,1446,7603,5554,1518,1149,4346,5427,0,0,0
371,965,1394,2380,598,1933,760,3886,332,1553,0,245,3016,1520,2183,804,703,3911,2022,2295,0
372,995,356,1255,1600,468,844,2478,923,1527,0,2044,932,495,751,1319,2352,1703,2088,0,0
373,297,1922,167,588,695,715,1171,1325,1371,0,150,2004,1396,543,515,49,507,881,0,0
374,1780,3216,2259,4564,4034,6919,5620,2057,0,0,1136,3691,1648,1510,1146,1725,1049,0,0,0
375,2197,522,388,758,14,141,612,0,0,0,45,174,1274,484,776,1078,543,601,0,0
376,1045,337,1806,229,96,391,1887,321,0,0,66,413,784,133,382,350,325,232,43,0
377,1201,2338,1700,681,1471,1217,1086,2270,929,0,596,2112,1248,1279,1835,662,661,1077,847,0
378,417,220,1420,136,67,301,624,0,0,0,592,545,902,98,322,586,403,0,0,0
379,1215,968,1410,1733,2990,281,1189,653,228,0,574,1568,1270,1132,140,784,54,0,0,0
380,1765,733,494,569,979,660,1342,2644,524,0,1972,594,752,925,2024,2720,2573,1147,570,2307
381,2177,1872,1167,2324,1174,1140,670,1592,0,0,203,2312,1422,2862,1360,568,1606,1268,0,0
382,23,22,20,0,0,0,0,0,0,0,26,193,38,0,0,0,0,0,0,0
383,80,54,53,19,200,49,0,0,0,0,252,41,13,200,80,72,0,0,0,0
384,23,133,0,0,0,0,0,0,0,0,191,43,47,30,0,0,0,0,0,0
385,337,364,70,627,159,64,64,115,0,0,90,152,381,34,57,26,0,0,0,0
386,936,435,274,379,312,318,19,395,0,0,275,399,72,32732,242,379,30,101,1067,0
387,2484,1843,2045,1388,1893,1664,2507,1442,0,0,2569,2337,2137,1993,4234,2939,4667,2036,0,0
388,699,766,808,2010,563,550,1236,409,0,0,1160,781,1242,1482,767,688,299,574,0,0
389,129,304,18,189,315,25,1898,84,348,0,1084,480,80,145,186,221,112,122,159,0
390,689,615,245,896,1813,273,366,0,0,0,407,1261,4286,540,377,821,1280,263,674,0
391,51,21,157,84,0,0,0,0,0,0,22,19,86,111,0,0,0,0,0,0
392,129,10,166,239,59,147,472,0,0,0,120,63,167,107,62,153,52,147,0,0
393,180,109,118,30,486,0,0,0,0,0,26,47,46,217,61,119,649,1374,670,0
394,12,12854,6021,4048,10307,6359,4950,4812,4031,0,18027,5336,13170,4791,4236,4513,6300,2286,7649,0
395,308,1675,826,1077,1181,297,744,178,349,0,498,691,405,817,590,625,445,211,0,0
396,1845,557,1001,909,1017,1235,1166,527,1654,0,2571,4657,1424,1522,2095,638,1040,1380,262,0
397,466,517,646,253,276,214,156,265,894,0,885,335,167,604,203,145,621,0,0,0
398,1325,1258,1141,996,2692,385,1052,808,0,0,2562,792,1187,1373,399,951,156,2077,605,0
399,2760,1747,2598,280,3443,1883,914,2279,161,898,1467,788,190,714,1100,1151,862,888,0,0
400,532,90,193,1009,478,182,414,477,0,0,552,91,213,221,311,592,296,0,0,0
401,406,261,292,242,415,401,226,385,0,0,214,161,541,367,342,299,780,375,0,0
402,1392,2470,1851,1645,2072,1482,1721,2768,2344,0,2494,2508,2331,1631,3174,1739,1511,1069,2837,0
403,22,69,97,31,0,0,0,0,0,0,108,786,50,121,83,0,0,0,0,0
404,579,2584,2739,39,931,1212,2005,49,0,0,3480,1385,2099,4976,955,981,2304,5672,2057,0
405,2155,2379,1610,3940,1396,4780,3480,1554,2154,0,7797,3305,2511,904,3438,3292,1699,3184,911,0
406,4908,5811,2608,4817,2931,4298,5005,732,0,0,4468,608,3437,3045,2242,3270,8023,801,0,0
407,150,79,72,107,66,80,119,13,114,0,185,492,35,103,29,348,60,74,0,0
408,34,25,12,29,0,0,0,0,0,0,81,31,146,112,0,0,0,0,0,0
409,677,51,35,221,0,0,0,0,0,0,71,13,29,56,36,0,0,0,0,0
410,866,161,455,1312,2832,976,1243,1151,0,0,722,1623,13,923,2866,1324,975,383,0,0
411,8566,9726,5123,6446,5195,5715,6936,5986,5403,0,6780,5109,7467,10448,5502,13561,7720,12450,0,0
412,3415,1009,2314,2142,2314,3555,2029,2844,0,0,2035,1921,1321,2270,2232,2353,2457,2278,2594,0
413,8401,3312,5488,4889,4566,6660,10256,5896,4706,0,10918,3887,4037,3627,3971,8584,5152,4514,10069,0
414,38,38,0,0,0,0,0,0,0,0,24,67,25,32,0,0,0,0,0,0
415,1163,1402,4809,3433,3521,9075,6961,0,0,0,6450,7412,4392,10084,1910,3500,3299,5081,0,0
416,29,101,166,72,107,194,48,146,0,0,57,40,74,93,66,129,56,0,0,0
417,2523,184,915,523,560,7182,414,784,89,0,1813,1808,1846,2558,402,2243,3597,0,0,0
418,1020,226,1018,626,985,855,273,552,0,0,537,544,2396,472,670,830,203,598,550,0
419,1377,206,359,177,119,830,555,256,0,0,168,1060,658,117,1371,328,368,0,0,0
420,993,1749,5960,358,5626,620,1618,1832,0,0,884,868,1172,1911,1763,1132,1019,814,0,0
421,9323,13630,6193,4315,11265,3522,14509,9728,0,0,8340,7118,14698,11995,11052,4168,6265,2336,0,0
422,132,10,105,37,70,0,0,0,0,0,271,132,80,15,13,282,82,0,0,0
423,722,2342,1258,582,448,351,2840,470,1606,0,1282,557,1918,822,3088,567,357,1466,1969,0
424,1879,374,3062,2404,72,1667,1630,4102,2059,0,3116,869,2913,2245,3067,2516,2942,1827,0,0
425,408,117,4922,3195,377,1475,15,431,681,0,5607,2138,2145,4904,2254,2028,714,11,2737,0
426,553,2843,925,2464,2098,1969,770,0,0,0,1220,621,964,854,3012,3774,1940,2468,0,0
427,1151,236,871,446,851,461,409,128,378,0,567,844,1296,88,855,212,320,292,459,0
428,436,119,128,192,87,417,77,178,0,0,831,208,72,747,129,556,230,1266,0,0
429,189,1103,4233,1502,2109,2996,380,684,0,0,2107,1954,1786,1480,2040,3748,1326,1789,0,0
430,221,299,3206,628,895,1101,616,215,469,0,37,962,700,876,593,604,339,514,0,0
431,418,2157,525,1512,1932,964,2504,2006,946,0,2516,1626,2344,1199,1969,2079,2627,212,0,0
432,4427,510,2433,1779,5120,1540,2182,2872,1421,0,3772,2725,1927,1631,2057,6731,866,701,1624,0
433,221,909,420,348,158,223,431,199,647,0,52,489,285,352,42,18,166,0,0,0
434,2195,4505,6083,2479,5995,1332,4862,7439,0,0,3232,4436,1257,1158,4449,8159,2897,6721,1134,0
435,80,70,146,150,144,96,29,22,0,0,96,198,113,415,59,242,398,133,0,0
436,249,523,1421,488,496,730,278,310,0,0,2139,1040,2175,696,826,601,2086,1340,0,0
437,278,169,417,556,245,493,107,277,0,0,116,95,481,265,395,180,248,542,145,0
438,7072,2695,2722,5923,1938,3381,2735,4004,2258,0,14,2337,1548,2244,1809,2919,5930,3266,0,0
439,307,2986,548,457,1062,281,725,0,0,0,2909,452,876,38,395,908,318,2213,220,0
440,2908,1722,1442,1659,2369,1329,1111,1643,1093,0,910,1797,726,2569,2329,1133,597,2243,2071,0
441,60,10706,9078,9258,13391,3352,10256,6010,0,0,3633,2207,4826,9713,5727,4376,2791,6725,2784,0
442,1861,1491,1190,1179,5425,252,2388,413,688,0,1286,3308,865,1650,1503,3654,12,2190,1840,0
443,2351,9476,654,24268,10263,10408,7992,14134,7603,10480,3087,4149,5467,3260,5731,2215,7120,3438,778,14
444,8054,4658,3160,5147,19906,13675,10181,394,9372,3288,48,6627,8964,6078,15072,7908,6874,6777,4962,8103
445,737,782,722,236,505,395,509,468,1327,0,545,312,135,50,176,519,570,103,0,0
446,274,952,1007,1053,711,25,994,309,0,0,532,812,339,77,846,152,311,1191,0,0
447,1541,1804,1083,2290,1331,2291,2015,954,0,0,1987,5422,3488,2271,3158,2103,1985,3264,0,0
448,764,1357,817,1238,660,656,747,327,1247,0,1760,2164,1452,1544,1496,192,530,434,2241,0
449,594,747,660,782,969,430,957,731,887,0,2751,3123,1306,3236,787,1320,1094,0,0,0
450,366,1211,2092,1286,1195,1014,1199,1290,2290,0,2805,1915,3156,843,668,3205,2468,894,2262,0
451,1257,0,0,0,0,0,0,0,0,0,29,75,24,24,88,0,0,0,0,0
452,133,356,234,328,1041,146,132,394,45,0,37,439,310,291,55,267,360,0,0,0
453,5999,8933,2222,4991,3909,13054,12770,18265,3877,0,8038,11208,6838,4447,7699,10445,1899,8960,7150,0
454,2594,1287,1530,127,353,1566,235,697,0,0,698,1564,1038,864,458,1546,205,0,0,0
455,1419,1340,24,815,1051,1222,1120,2942,0,0,1072,3406,886,650,2427,2307,1824,922,786,0
456,3274,216,73,164,57,195,197,123,334,0,143,178,275,65,134,163,137,223,0,0
457,6190,3164,3616,2441,901,1725,2520,3464,0,0,4773,1851,3410,2870,5997,13,4055,2795,2502,0
458,246,2276,818,1472,2089,1415,663,1047,1127,0,639,682,2193,503,1333,1264,1612,2298,852,0
459,68,646,342,107,166,177,826,202,538,0,163,184,1144,230,549,734,127,180,486,0
460,209,617,192,203,461,273,376,0,0,0,391,903,1202,403,24,2210,559,894,0,0
461,988,1511,193,163,365,198,838,313,0,0,535,493,1474,217,356,715,1044,360,1346,0
462,36,84,168,77,61,126,37,44,0,0,380,134,204,80,577,172,582,98,366,167
463,742,1333,1138,644,367,634,1080,572,1368,0,2550,880,1184,880,629,1940,1048,896,0,0
464,74,226,155,456,341,0,0,0,0,0,152,300,219,281,285,406,76,232,0,0
465,302,548,678,868,307,301,884,964,0,0,546,167,391,191,713,567,146,404,0,0
466,241,85,363,444,1789,1316,354,509,780,0,956,41,209,604,189,721,569,1631,0,0
467,322,1791,2459,718,653,1649,1343,1780,0,0,453,217,1739,56,398,2922,723,1709,1538,0
468,50,10,14,143,192,340,177,107,165,0,57,211,68,23,87,144,132,0,0,0
469,285,45,170,203,147,0,0,0,0,0,138,244,133,36,27,38,467,0,0,0
470,732,322,407,1228,19,369,931,536,0,0,418,610,561,1511,522,790,641,0,0,0
471,192,45,333,95,164,0,0,0,0,0,488,15,347,193,0,0,0,0,0,0
472,40,105,177,337,64,127,398,82,41,0,163,683,80,81,56,193,96,50,0,0
473,4595,712,539,829,3114,847,2070,979,2253,0,1728,2118,577,589,203,1411,1462,471,267,0
474,76,28,13,68,0,0,0,0,0,0,49,279,30,132,49,56,156,0,0,0
475,653,854,900,255,693,580,513,252,50,0,250,761,1207,387,287,1577,218,435,732,0
476,4769,4376,8311,7944,4414,3732,3318,5721,2026,3798,6062,1081,2069,4080,7416,4139,3368,3175,3891,2794
477,1181,1260,564,964,1085,489,1904,0,0,0,2585,1350,1946,1246,1316,2757,1296,1506,0,0
478,573,41,239,274,265,21334,720,253,3120,0,672,422,180,377,781,17,516,1365,0,0
479,225,140,280,139,218,88,280,1078,796,0,58,200,31,341,135,183,655,0,0,0
480,1549,553,2748,335,251,1485,915,798,0,0,1718,3595,1201,2825,334,1939,2857,3221,2194,0
481,212,367,180,91,159,182,46,0,0,0,305,62,238,198,147,93,58,0,0,0
482,917,78,358,365,1015,1852,566,315,0,0,269,749,985,953,58,307,190,144,221,0
483,1076,945,434,455,483,879,1228,288,1096,0,336,48,2732,128,372,615,629,1288,0,0
484,482,1415,1733,1205,1365,2853,1634,585,761,0,2720,1333,836,629,2029,932,632,0,0,0
485,221,186,455,671,285,186,208,243,0,0,1174,158,403,295,313,167,194,264,170,0
486,4198,1510,2833,6668,4992,7284,9639,7733,4027,6309,4119,1168,3903,242,4040,5433,2691,1985,3406,4633
487,180,2195,557,1091,874,272,240,547,1377,0,2317,3063,1002,397,1200,1117,1661,1136,0,0
488,2168,643,1612,2365,1583,976,234,1161,974,0,1777,3028,1464,1178,89,3285,1229,1792,823,0
489,353,59,116,169,221,211,149,347,469,0,231,121,1132,334,243,456,57,717,0,0
490,1056,1222,1039,1585,862,52,919,1675,0,0,559,1773,340,405,744,876,613,575,0,0
491,333,562,1144,392,1073,1055,123,1881,412,0,813,2733,1157,1140,237,987,444,830,0,0
492,4225,2861,618,5785,5995,6400,1273,3493,3339,0,5344,6449,5265,7357,5320,8930,6256,0,0,0
493,3476,1718,7190,3569,9071,4106,4569,1810,7112,0,5428,4244,4335,4529,7622,5996,14383,2297,5471,0
494,955,1563,2763,2637,1506,2897,1394,1840,0,0,1314,2302,1251,1502,2024,865,1205,1335,0,0
495,1644,3083,2415,1511,2889,2179,10260,1367,1650,0,1106,1232,1136,3642,1479,743,1052,2512,0,0
496,877,198,853,346,432,817,974,141,971,0,2550,1256,283,532,405,288,0,0,0,0
497,326,522,935,487,720,1771,1398,136,0,0,1344,4107,944,1721,566,1309,1246,331,0,0
498,545,293,122,102,120,338,513,431,413,0,521,577,100,838,626,218,107,282,0,0
499,157,91,350,103,287,332,19,479,0,0,19,23,16,47,212,0,0,0,0,0
500,4773,8657,2629,4451,3728,1109,2874,5430,0,0,1806,2618,3897,4541,4755,2875,5841,0,0,0
501,35,66,104,149,46,62,38,22,0,0,328,16,114,230,97,136,81,0,0,0
502,128,158,22,162,225,28,115,219,199,0,223,216,478,1446,183,287,0,0,0,0
503,2073,205,178,272,216,25,466,254,162,0,216,242,180,272,107,196,352,344,514,0
504,888,260,1587,1975,1642,1020,710,1255,679,0,678,37,502,441,410,427,586,1183,0,0
505,341,11852,317,3320,590,1940,3999,617,3921,0,2655,4660,1918,13965,600,5829,5655,655,0,0
506,366,1024,1045,1065,282,306,333,303,415,0,278,233,150,768,2131,1486,217,772,0,0
507,809,325,1685,1130,1286,1592,1734,3112,0,0,1239,1345,458,954,1124,565,2272,2203,0,0
508,1042,849,1087,351,626,270,670,1558,1232,0,383,444,847,138,167,771,580,724,812,0
509,1115,3408,1013,377,803,1379,63,1137,752,0,558,576,342,687,175,1547,1447,1572,53,0
510,1141,1794,2086,2831,4990,1315,2739,4307,0,0,856,843,1807,2710,1612,1143,917,1426,0,0
511,145,61,316,152,454,160,47,28,0,0,112,291,86,120,42,99,673,0,0,0
512,196,97,41,0,0,0,0,0,0,0,68,123,97,89,432,17,116,0,0,0
513,436,2223,35,1443,3046,475,1499,1124,920,0,630,843,1463,1544,2899,1675,17,266,2179,0
514,318,1153,2515,3354,2750,714,174,0,0,0,933,538,1359,2024,1266,429,1559,466,660,0
515,1366,402,584,90,530,549,85,344,319,0,799,1896,901,578,265,2141,1189,0,0,0
516,39,64,238,96,323,192,177,0,0,0,61,61,13,230,108,63,88,218,113,0
517,145,150,228,398,720,426,425,0,0,0,386,30,737,210,91,1028,341,232,0,0
518,1134,229,317,59,348,770,641,340,315,0,943,437,889,458,1262,539,815,0,0,0
519,27,811,25,19,133,31,57,463,0,0,192,58,27,87,81,66,159,130,0,0
520,344,777,67,656,642,563,851,222,0,0,278,679,1053,205,387,143,256,515,487,0
521,1881,2550,2404,1204,1011,551,1574,87,1569,0,2282,613,1244,421,2103,1304,1972,1460,0,0
522,200,374,263,168,190,202,315,227,0,0,252,11,107,183,241,286,373,284,77,0
523,4477,2444,2372,3559,4037,5265,5214,3928,0,0,6462,1636,1568,5255,3556,13,1849,2826,4424,8431
524,1411,1363,1707,1535,2210,2182,4588,2053,2606,0,2213,4139,4233,2320,6150,3465,3572,1731,2195,0
525,1031,1513,1072,1721,1255,3109,965,4956,0,0,523,994,740,11,915,525,265,1652,0,0
526,3956,1148,4822,3889,1084,1403,4988,3770,1921,0,956,3732,1179,2922,1218,5847,2859,823,1978,0
527,4652,5266,5136,4337,3545,5633,3585,9815,0,0,3769,10853,4371,6493,12078,7025,1296,3321,0,0
528,167,110,205,168,317,200,141,331,191,0,286,276,64,132,477,160,999,492,0,0
529,342,291,3675,896,273,439,936,1320,0,0,1370,642,144,109,1442,1381,464,62,346,0
530,5547,2855,4945,4786,3822,3910,5270,3253,4822,0,1883,3917,2641,939,5926,7748,10897,4479,0,0
531,593,820,4933,176,1136,1970,217,2539,1274,0,994,767,434,2175,2125,1260,945,2039,570,0
532,3021,6356,3136,1017,670,1796,2504,1577,0,0,4442,1590,2974,56,2384,2166,4460,6354,4845,0
533,251,125,69,134,170,120,218,0,0,0,79,144,52,131,98,256,1250,269,0,0
534,908,191,1493,970,411,274,57,529,0,0,411,1505,833,420,545,362,361,154,0,0
535,954,391,533,1445,2643,716,1908,2382,0,0,3073,2101,1788,1923,221,987,2856,990,0,0
536,141,71,169,102,81,1014,167,690,0,0,247,756,918,161,252,0,0,0,0,0
537,2766,1150,2034,2251,1410,1331,320,1226,1919,0,689,427,411,564,1297,1959,396,525,0,0
538,773,1262,379,324,1025,1293,1659,0,0,0,1113,1147,1464,243,866,75,528,1293,0,0
539,2659,308,291,727,702,936,416,406,0,0,216,209,1298,442,616,784,2840,188,0,0
540,717,1041,380,1017,1660,324,646,187,2000,0,968,390,136,201,1818,146,534,875,0,0
541,77,396,182,25,197,0,0,0,0,0,18,95,114,99,10,57,24,0,0,0
